id,title,author,numAuthors,binding,publisher,isbn,pubYear,pubMonth,pubDay,pages,volume,lang,editionDescr
1469,Forgive for Love : The Missing Ingredient for a Healthy and Lasting Relationship,"Luskin, Frederic",1,Paperback,HarperCollins Publishers,9780061234958,2009,1,27,240,,ENG,
1470,Tea for Two,"O'Connor, Jane",1,Paperback,,,2012,2,21,24,,ENG,
1471,Wizard,"Prelutsky, Jack",1,Trade Cloth,HarperCollins Publishers,9780061240768,2007,6,26,32,,ENG,
1472,Winning - The Answers : Confronting 74 of the Toughest Questions in Business Today,"Welch, Jack Welch, Suzy",2,Paperback,HarperCollins Publishers,9780061241499,2006,0,31,266,,ENG,
1473,"Fifteen Candles : 15 Tales of Taffeta, Hairspray, Drunk Uncles, and Other Quinceanera Stories","Lopez, Adriana",1,Perfect,HarperCollins Publishers,9780061241925,2007,6,12,352,,ENG,
1474,Art of Power,"Hanh, Thich Nhat",1,Trade Cloth,HarperCollins Publishers,9780061242342,2007,8,,244,,ENG,
1475,Freakonomics : A Rogue Economist Explores the Hidden Side of Everything,"Levitt, Steven D. Dubner, Stephen J.",2,Paperback,HarperCollins Publishers,9780061245138,2006,1,21,496,,ENG,
1476,lista de Salud : Lo que usted y su familia necesitan saber para prevenir enfermedades y vivir una vida larga y Saludable,"Alvarez, Manny",1,E-Book,"HarperCollins Canada, Limited",9780061247897,2007,1,01,,,ENG,
1477,Scandalous,"Petersen, Jenna",1,E-Book,HarperCollins Publishers,9780061248474,2006,2,26,,,ENG,
1478,Scottish Companion,"Ranney, Karen",1,Mass Market,HarperCollins Publishers,9780061252372,2007,9,25,384,,ENG,
1479,Setting the Table,"Meyer, Danny",1,Audio Recording Downloadable,HarperCollins Publishers,9780061252686,2006,0,03,,,ENG,Abridged
1480,Pirate's Love/Hearts Aflame,"Lindsey, Johanna",1,Paperback,HarperCollins Publishers,9780061253690,2007,2,,752,,ENG,
1481,See What I See,"Whelan, Gloria",1,Trade Cloth,HarperCollins Publishers,9780061255458,2010,2,28,208,,ENG,
1482,Gospel of Food,"Glassner, Barry",1,E-Book,HarperCollins Publishers,9780061257506,2007,1,02,,,ENG,
1483,Prime Green : Remembering the Sixties,"Stone, Robert",1,E-Book,HarperCollins Publishers,9780061258930,2007,1,09,,,ENG,
1484,Superdove : How the Pigeon Took Manhattan... And the World,"Humphries, Courtney",1,Paperback,HarperCollins Publishers,9780061259173,2009,8,01,272,,ENG,
1485,Secrets and Lies,"Montgomery, Selena",1,E-Book,HarperCollins Publishers,9780061259609,2006,2,26,,,ENG,
1486,Way Life Should Be,"Kline, Christina Baker",1,Paperback,HarperCollins Publishers,9780061260353,2007,8,,,,ENG,Large Type
1487,Time's Child,"Ore, Rebecca",1,E-Book,HarperCollins Publishers,9780061261923,2007,2,20,,,ENG,
1488,"Lamb : The Gospel According to Biff, Christ's Childhood Pal","Moore, Christopher X",1,Audio Recording Downloadable,HarperCollins Publishers,9780061262654,2007,3,27,,,ENG,Unabridged
1489,Border Lord,"Templeton, Julia",1,E-Book,HarperCollins Publishers,9780061283642,2006,9,01,,,ENG,
1490,End,"Snicket, Lemony",1,E-Book,HarperCollins Publishers,9780061285752,2009,0,13,368,,ENG,
1491,Odalisque,"Mcintosh, Fiona",1,E-Book,HarperCollins Publishers,9780061289415,2007,3,13,,,ENG,
1492,Mistress of Scandal,"Bennett, Sara",1,E-Book,"HarperCollins Canada, Limited",9780061290169,2007,1,01,,,ENG,
1493,Next,"Crichton, Michael",1,E-Book,HarperCollins Publishers,9780061290459,2006,1,28,560,,ENG,
1494,Technology and American Economic Growth,"Rosenberg, Nathan",1,Paperback,Harper & Row Limited,9780061316067,1972,,,"xi, 211",,ENG,
1495,Peasant Wars of the 20th Century,"Wolf, Eric R.",1,Paperback,HarperCollins Publishers,9780061317743,1973,6,,352,,ENG,
1496,Hymn of the Universe,"Teilhard de Chardin, Pierre",1,Paperback,HarperCollins Publishers,9780061319105,1976,3,,,,ENG,
1497,Language and the Woman's Place,"Lakoff, Robin T.",1,Paperback,HarperCollins Publishers,9780061320934,1989,9,,368,,ENG,
1498,Scent of Shadows,"Pettersson, Vicki",1,E-Book,"HarperCollins Canada, Limited",9780061335419,2007,1,01,,,ENG,
1499,Sell Yourself without Selling Your Soul,"Harrow, Susan",1,E-Book,HarperCollins Publishers,9780061336874,,,,,,ENG,
1500,Notorious Dr. August : His Real Life and Crimes,"Bram, Christopher",1,E-Book,HarperCollins Publishers,9780061342097,2006,1,21,,,ENG,
1501,Once He Loves,"Bennett, Sara",1,E-Book,HarperCollins Publishers,9780061343148,2006,2,19,,,ENG,
1502,Girltalk Fourth Edition : All the Stuff Your Sister Never Told You,"Weston, Carol",1,E-Book,HarperCollins Publishers,9780061344114,2006,2,05,,,ENG,
1503,Pale Horseman,"Cornwell, Bernard",1,E-Book,HarperCollins Publishers,9780061345999,2006,2,26,,,ENG,
1504,Guggenheims,"Unger, Debi",1,E-Book,HarperCollins Publishers,9780061350535,2007,1,09,576,,ENG,
1505,Cutting Loose : Why Women Who End Their Marriages Do So,"Applewhite, Ashton",1,E-Book,HarperCollins Publishers,9780061350887,2007,1,16,,,ENG,
1506,Happy Hours,"Jersild, Devon",1,E-Book,HarperCollins Publishers,9780061350917,2007,1,16,400,,ENG,
1507,Behold the Bold Umbrellaphant,"Prelutsky, Jack",1,Audio Recording Downloadable,HarperCollins Publishers,9780061351006,2006,1,14,,,ENG,Abridged
1508,Women and Autoimmune Disease,"Lahita, Robert G.",1,E-Book,HarperCollins Publishers,9780061352911,2007,2,06,,,ENG,
1509,Disapproving Rabbits,"Stiteler, Sharon",1,Paperback,HarperCollins Publishers,9780061353284,2007,0,16,176,,ENG,
1510,World's Coolest Hotel Rooms,"Tikos, Bill",1,Trade Cloth,HarperCollins Publishers,9780061353864,2008,6,03,288,,ENG,
1511,Brazzaville Beach,"Boyd, William",1,E-Book,HarperCollins Publishers,9780061354342,,,,,,ENG,
1512,Beaches,"Dart, Iris Rainer",1,E-Book,HarperCollins Publishers,9780061355707,2007,2,13,,,ENG,
1513,Ecology and Religion in History,"Spring, David Spring, Eileen",2,Trade Cloth,Harper & Row Limited,9780061361470,1974,,,"v, 154",,ENG,
1514,Where Shall I Wander,"Ashbery, John",1,E-Book,HarperCollins Publishers,9780061363269,,,,,,ENG,
1515,Gods Old and Dark,"Lisle, Holly",1,E-Book,"HarperCollins Canada, Limited",9780061366475,2007,1,01,,,ENG,
1516,Light Fantastic : A sequel to 'The Colour of Magic',"Pratchett, Terry",1,E-Book,HarperCollins Publishers,9780061367618,2007,2,04,,,ENG,
1517,World of Thieves,"Blake, James Carlos",1,E-Book,HarperCollins Publishers,9780061369186,2007,6,05,,,ENG,
1518,I'll Fly Away : Further Testimonies from the Women of York Prison,"Lamb, Wally",1,Trade Cloth,HarperCollins Publishers,9780061369223,2007,9,18,272,,ENG,
1519,Claiming the Courtesan,"Campbell, Anna",1,E-Book,"HarperCollins Canada, Limited",9780061369384,2007,1,01,,,ENG,
1520,Body in the Bonfire,"Page, Katherine Hall",1,E-Book,HarperCollins Publishers,9780061371479,2007,4,03,,,ENG,
1521,"Splintered History of Wood : Belt-Sander Races, Blind Woodworkers, and Baseball Bats","Carlsen, Spike",1,Paperback,HarperCollins Publishers,9780061373572,2009,8,18,432,,ENG,
1522,Not Quite What I Was Planning : Six-Word Memoirs by Writers Famous and Obscure,"Smith, Larry Fershleiser, Rachel",2,Paperback,HarperCollins Publishers,9780061374050,2008,2,05,240,,ENG,
1523,Cactus Eaters : How I Lost My Mind - And Almost Found Myself - On the Pacific Crest Trail,"White, Dan",1,Paperback,HarperCollins Publishers,9780061376931,2008,5,20,400,,ENG,
1524,Autumn in Scotland,"Ranney, Karen",1,E-Book,HarperCollins Publishers,9780061377037,2007,4,10,,,ENG,
1525,Leaving Church,"Taylor, Barbara Brown",1,E-Book,HarperCollins Publishers,9780061377860,2007,4,10,,,ENG,
1526,Second Chances,"Sala, Sharon",1,E-Book,"HarperCollins Canada, Limited",9780061378546,2007,1,01,,,ENG,
1527,Papal Magic,"Simon, Toby L.",1,E-Book,HarperCollins Publishers,9780061379703,,,,,,ENG,
1528,"Bronchial Asthma : Current Immunologic, Pathophysiologic and Management Concepts","Gross, Nicholas J.",1,Trade Cloth,Harper & Row Limited,9780061410437,1974,,,"xi, 74",,ENG,
1529,"Risks, Benefits, and Controversies in Fertility Control",,0,Trade Cloth,"Lippincott Company, J. B.",9780061423727,1978,5,,"xxiii, 601",,ENG,
1530,Your Adolescent,"Pruitt, David Aacap",2,E-Book,HarperCollins Publishers,9780061431142,2007,7,10,,,ENG,
1531,How the States Got Their Shapes,"Stein, Mark",1,Trade Cloth,Smithsonian Institution Press,9780061431388,2008,5,27,352,,ENG,
1532,Color of Justice,"Hardwick, Gary",1,E-Book,"HarperCollins Canada, Limited",9780061435904,2007,1,01,,,ENG,
1533,Waiting,"Ginsberg, Debra",1,E-Book,HarperCollins Publishers,9780061436376,,,,,,ENG,
1534,Light of Day,"Saul, Jamie M.",1,E-Book,HarperCollins Publishers,9780061440595,,,,,,ENG,
1535,Christietown,"Kandel, Susan",1,E-Book,HarperCollins Publishers,9780061440854,2007,6,12,,,ENG,
1536,"Fifteen Candles : 15 Tales of Taffeta, Hairspray, Drunk Uncles, and Other Quincean~era Stories : an Anthology","Lopez, Adriana",1,E-Book,"HarperCollins Canada, Limited",9780061440939,2007,1,01,,,ENG,
1537,"Once Dead, Twice Shy","Harrison, Kim",1,Paperback,HarperCollins Publishers,9780061441684,2010,4,27,256,,ENG,
1538,"From Panic to Power : Proven Techniques to Calm Your Anxieties, Conquer Your Fears, and Put You in Control of Your Life","Bassett, Lucinda",1,Compact Disc,HarperCollins Publishers,9780061441851,2007,2,26,,,ENG,
1539,Roasting in Hell's Kitchen,"Ramsay, Gordon",1,E-Book,HarperCollins Publishers,9780061442971,2007,4,24,288,,ENG,
1540,Viscount in Her Bedroom,"Callen, Gayle",1,E-Book,HarperCollins Publishers,9780061443473,2007,5,29,384,,ENG,
1541,Thyroid Diet,"Shomon, Mary J.",1,E-Book,HarperCollins Publishers,9780061444623,2007,5,29,400,,ENG,
1542,Unfinished Business,"Langhorne, Karyn",1,E-Book,HarperCollins Publishers,9780061444692,2007,5,29,400,,ENG,
1543,When I Was Cool,"Kashner, Sam",1,E-Book,HarperCollins Publishers,9780061447358,2007,6,19,368,,ENG,
1544,Sword of Doom,"Jennewein, Jim Parker, Tom S.",2,Library Binding,HarperCollins Publishers,9780061449406,2010,1,,,,ENG,
1545,Sleepless at Midnight,"D'alessandro, Jacquie",1,E-Book,HarperCollins Publishers,9780061449789,2007,6,26,384,,ENG,
1546,Last One In,"Kulish, Nicholas",1,E-Book,HarperCollins Publishers,9780061453540,2007,6,26,,,ENG,
1547,These Are My Confessions,"Robinson, Cheryl Smith, Meta Parks, Electa Rome King, Joy",4,E-Book,HarperCollins Publishers,9780061453960,2007,6,26,,,ENG,
1548,Saving the Sun,"Tett, Gillian",1,E-Book,HarperCollins Publishers,9780061454592,2007,6,26,,,ENG,
1549,It's Time for Preschool!,"Codell, Esm� Raji",1,Library Binding,HarperCollins Publishers,9780061455193,2012,7,03,40,,ENG,
1550,Island Girls (and Boys),"Hawthorne, Rachel",1,E-Book,HarperCollins Publishers,9780061456015,2007,6,26,336,,ENG,
1551,Living Raw Food : Get the Glow with More Recipes from Pure Food and Wine,"Melngailis, Sarma",1,Trade Cloth,HarperCollins Publishers,9780061458477,2009,6,30,320,,ENG,
1552,Everyday Sacred Set : A Woman's Journey Home,"Bender, Sue",1,E-Book,HarperCollins Publishers,9780061458804,2007,7,17,,,ENG,
1553,Twenty Grand,"Curtis, Rebecca",1,E-Book,HarperCollins Publishers,9780061460579,2007,7,03,,,ENG,
1554,Mr. Dixon Disappears,"Sansom, Ian",1,E-Book,HarperCollins Publishers,9780061461088,2007,6,26,,,ENG,
1555,Paradox of Choice,"Schwartz, Barry",1,E-Book,HarperCollins Publishers,9780061461569,2007,7,03,304,,ENG,
1556,Lucky Girls,"Freudenberger, Nell",1,E-Book,"HarperCollins Canada, Limited",9780061461781,2007,1,01,,,ENG,
1557,Alluring Tales : Hot Holiday Nights,"Jackson, Myla Day, Sylvia Fox, Cathryn",3,Paperback,HarperCollins Publishers,,,,,320,,,
1558,Secrets in the Dark,"Buechner, Frederick",1,E-Book,HarperCollins Publishers,9780061465437,2007,8,07,,,ENG,
1559,Confessions of a Wall Street Analyst,"Reingold, Jennifer Reingold, Daniel",2,E-Book,HarperCollins Publishers,9780061465574,2007,7,31,384,,ENG,
1560,Confessions of a Wall Street Analyst,"Reingold, Jennifer Reingold, Daniel",2,E-Book,HarperCollins Publishers,9780061465611,2007,7,31,,,ENG,
1561,Cracked,"Pinsky, Drew",1,E-Book,HarperCollins Publishers,9780061467172,2007,8,14,288,,ENG,
1562,Femme Fatale,"Shipman, Pat",1,E-Book,HarperCollins Publishers,9780061467929,2007,7,31,,,ENG,
1563,Lost Ark of the Covenant : The Surprising Discovery of One of Civilization's Long-Vanished Treasures,"Parfitt, Tudor",1,Compact Disc,HarperCollins Publishers,9780061468490,2008,2,26,,,ENG,Unabridged
1564,Dangerous Book for Boys,"Iggulden, Hal Iggulden, Conn",2,Compact Disc,HarperCollins Publishers,9780061469107,2007,7,03,,,ENG,Abridged
1565,Rake,"Buckley, William F. Buckley, William F., Jr.",2,E-Book,HarperCollins Publishers,9780061469763,2007,8,14,288,,ENG,
1566,Good Little Wives,"Drake, Abby",1,E-Book,"HarperCollins Canada, Limited",9780061471766,2007,1,01,,,ENG,
1567,Love Letters from a Duke,"Boyle, Elizabeth",1,E-Book,"HarperCollins Canada, Limited",9780061471933,2007,1,01,,,ENG,
1568,Mockingbird Wish Me Luck,"Bukowski, Charles",1,E-Book,HarperCollins Publishers,9780061472046,2007,8,28,,,ENG,
1569,Restless Virgins,"Miley, Marissa Jones, Abigail",2,E-Book,HarperCollins Publishers,9780061472138,2007,8,28,,,ENG,
1570,Meditation Now or Never,"Hagen, Steve",1,E-Book,HarperCollins Publishers,9780061474989,2007,8,28,,,ENG,
1571,Dump That Chump!,"Mandel, Debra",1,E-Book,HarperCollins Publishers,9780061475221,2007,0,02,240,,ENG,
1572,Just Wicked Enough,"Heath, Lorraine",1,E-Book,HarperCollins Publishers,9780061475405,2007,8,28,384,,ENG,
1573,Looking for Class : Days and Nights at Oxford and Cambridge,"Feiler, Bruce",1,E-Book,HarperCollins Publishers,9780061477218,2007,8,07,352,,ENG,
1574,Living on Luck,"Bukowski, Charles",1,E-Book,HarperCollins Publishers,9780061477362,2007,8,21,304,,ENG,
1575,Sacred Circles,"Carnes, Robin",1,E-Book,HarperCollins Publishers,9780061477645,2007,8,21,240,,ENG,
1576,Indiscretion,"Ivory, Judith",1,E-Book,"HarperCollins Canada, Limited",9780061478376,2007,1,01,,,ENG,
1577,Ascendant,"Peterfreund, Diana",1,Paperback,HarperCollins Publishers,9780061490057,2012,6,12,416,,ENG,
1578,Big Book of Brochures,,0,Trade Cloth,HarperCollins Publishers,9780061493614,2008,1,,384,,ENG,
1579,Passport Diaries,"Gregory, Tamara",1,E-Book,HarperCollins Publishers,9780061494567,2007,9,04,,,ENG,
1580,Que Se Yo de Historia,"Davis, Kenneth C.",1,E-Book,HarperCollins Publishers,9780061494680,2007,9,04,,,ENG,
1581,Get Ahead by Going Abroad,"Yeatman, C. Perry Berdan, Stacie Nevadomski",2,E-Book,HarperCollins Publishers,9780061495137,2007,9,04,256,,ENG,
1582,Godmother,"Adams, Carrie",1,E-Book,HarperCollins Publishers,9780061496608,2007,9,18,496,,ENG,
1583,Five Quarters of the Orange,"Harris, Joanne",1,E-Book,HarperCollins Publishers,9780061497315,2007,9,18,336,,ENG,
1584,Holy Fools,"Harris, Joanne",1,E-Book,HarperCollins Publishers,9780061497568,2007,9,18,384,,ENG,
1585,"Swim with the Sharks Without Being Eaten Alive : Outsell, Outmanage, Outmotivate, and Outnegotiate Your Competition","Mackay, Harvey",1,E-Book,HarperCollins Publishers,9780061498046,2007,9,18,288,,ENG,
1586,Secrets of a Lady,"Grant, Tracy",1,E-Book,HarperCollins Publishers,9780061498336,2007,7,31,496,,ENG,
1587,Common Thread,"Manning, Martha",1,E-Book,HarperCollins Publishers,9780061498602,2007,9,25,,,ENG,
1588,Section 8,"Doherty, Robert",1,E-Book,"HarperCollins Canada, Limited",9780061535314,2007,1,01,,,ENG,
1589,"Red Convertible : Selected and New Stories, 1978-2008","Erdrich, Louise",1,Paperback,HarperCollins Publishers,9780061536083,2010,1,19,512,,ENG,
1590,Seduction Is Forever,"Petersen, Jenna",1,E-Book,HarperCollins Publishers,9780061536298,2007,9,25,384,,ENG,
1591,Shyness,"Golant, Susan Carducci, Bernardo J.",2,E-Book,HarperCollins Publishers,9780061540141,2007,0,09,400,,ENG,
1592,In the Hot Zone,"Sites, Kevin",1,E-Book,HarperCollins Publishers,9780061541001,2007,0,16,,,ENG,
1593,Blessed Assurance,"Cote, Lyn",1,E-Book,HarperCollins Publishers,9780061541681,2007,0,02,,,ENG,
1594,Head to Head,"Thurow, Lester C.",1,E-Book,HarperCollins Publishers,9780061542015,2008,6,17,352,,ENG,
1595,Corps Business,"Freedman, David H.",1,E-Book,HarperCollins Publishers,9780061544767,2007,0,23,,,ENG,
1596,Girl in a Box,"Massey, Sujata",1,E-Book,HarperCollins Publishers,9780061545757,2007,0,30,304,,ENG,
1597,Girl in a Box,"Massey, Sujata",1,E-Book,HarperCollins Publishers,9780061545764,2007,0,30,,,ENG,
1598,Girl in a Box,"Massey, Sujata",1,E-Book,HarperCollins Publishers,9780061545771,2007,0,30,304,,ENG,
1599,Pleasures of the Damned,"Bukowski, Charles",1,E-Book,HarperCollins Publishers,9780061546051,2007,0,30,,,ENG,
1600,Flow : The Psychology of Optimal Experience,"Csikszentmihalyi, Mihaly",1,E-Book,HarperCollins Publishers,9780061548154,2008,9,02,336,,ENG,
1601,At the Root of This Longing,"Flinders, Carol L.",1,E-Book,HarperCollins Publishers,9780061548284,2007,1,06,384,,ENG,
1602,Screwball,"Ferrell, David",1,E-Book,HarperCollins Publishers,9780061548659,2007,1,06,320,,ENG,
1603,Uncertain Inheritance,"Casey, Nell",1,E-Book,HarperCollins Publishers,9780061549458,2007,1,13,,,ENG,
1604,Dark Sacrifice,"Howard, Madeline",1,E-Book,HarperCollins Publishers,9780061550843,2007,1,20,432,,ENG,
1605,Forty-five : Poems,"Hughes, Frieda",1,E-Book,"HarperCollins Canada, Limited",9780061550928,,,,,,ENG,
1606,Officer Spence Makes No Sense!,"Gutman, Dan",1,Library Binding,HarperCollins Publishers,9780061554100,2009,4,21,112,,ENG,
1607,Border-Line Personalities,"Moreno, Robyn Mulligan, Michelle Herrera",2,E-Book,HarperCollins Publishers,9780061554858,2007,1,27,,,ENG,
1608,Born to Run,,0,,,9780061556159,2009,1,24,,,,
1609,No Bone Unturned : Inside the World of a Top Forensic Scientist and His Work on America's Most Notorious Crimes and Disasters,"Benedict, Jeff",1,E-Book,"HarperCollins Canada, Limited",9780061556579,2007,1,01,,,ENG,
1610,Sweet Season,"Murphy, Austin",1,E-Book,HarperCollins Publishers,9780061557255,2007,2,04,336,,ENG,
1611,Third Child,"Piercy, Marge",1,E-Book,"HarperCollins Canada, Limited",9780061557293,2007,1,01,,,ENG,
1612,Talking Irish : The Oral History of Notre Dame Football,"Delsohn, Steve",1,E-Book,"HarperCollins Canada, Limited",9780061559822,2007,1,01,,,ENG,
1613,Barbary Pirates,"Dietrich, William",1,Trade Cloth,HarperCollins Publishers,9780061567964,2010,3,30,336,,ENG,
1614,God Save the Fan,"Leitch, Will",1,E-Book,HarperCollins Publishers,9780061569548,2008,1,22,336,,ENG,
1615,Ticket to Ride,"McLain, Paula",1,E-Book,HarperCollins Publishers,9780061569999,2008,1,08,,,ENG,
1616,Power of the Vote,"Schoen, Douglas E.",1,E-Book,HarperCollins Publishers,9780061570391,2008,1,08,416,,ENG,
1617,Eloquent Jacqueline Kennedy Onassis : A Portrait in Her Own Words,"Adler, Bill",1,E-Book,HarperCollins Publishers,9780061571565,2008,1,22,256,,ENG,
1618,Dead in 5 Heartbeats,"Barger, Sonny",1,E-Book,HarperCollins Publishers,9780061573057,2008,1,29,,,ENG,
1619,Book of Destiny : Unlocking the Secrets of the Ancient Mayans and the Prophecy of 2012,"Barrios, Carlos",1,Trade Cloth,HarperCollins Publishers,9780061574146,2009,6,30,320,,ENG,
1620,Death by Suburb : How to Keep the Suburbs from Killing Your Soul,"Goetz, David L.",1,E-Book,"HarperCollins Canada, Limited",9780061575716,2007,1,01,,,ENG,
1621,God's Problem,"Ehrman, Bart D.",1,E-Book,HarperCollins Publishers,9780061578359,2008,2,19,,,ENG,
1622,Redbone : The Millionaire and the Gold Digger,,0,E-Book,"HarperCollins Canada, Limited",9780061578724,2007,1,01,,,ENG,
